"dataResourceUid","dataResourceName","basisOfRecord","observationDate","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","scientificName","vernacularName","recordID"
"dr1010","ClimateWatch","OBSERVATION",2015-03-27,"New South Wales",-33.62,150.75,1000,"Lathamus discolor","Swift Parrot","5e6448e3-b357-40b1-b463-418a5e648a07"
"dr1010","ClimateWatch","OBSERVATION",2015-12-13,"New South Wales",-33.88,150.88,1000,"Lathamus discolor","Swift Parrot","9478e720-8827-4cf9-9f19-53cbadb1db28"
"dr1010","ClimateWatch","OBSERVATION",2015-09-03,"Western Australia",-32.215383,115.830206,1000,"Lathamus discolor","Swift Parrot","e83e0972-aa35-47f0-8c5d-629a369a0897"
"dr1010","ClimateWatch","OBSERVATION",2015-03-26,"New South Wales",-34.07,150.79,1000,"Lathamus discolor","Swift Parrot","8fe950d0-0546-48f4-9161-683e0b8eeab3"
"dr1010","ClimateWatch","OBSERVATION",2017-03-20,"New South Wales",-33.80874,150.994947,1000,"Lathamus discolor","Swift Parrot","926b5500-8cd1-45d6-a0d6-5af34e263724"
"dr1010","ClimateWatch","OBSERVATION",2015-03-27,"New South Wales",-34.07,150.79,1000,"Lathamus discolor","Swift Parrot","63e5c8d5-db78-4b91-8263-aedc8c634a5b"
"dr1010","ClimateWatch","OBSERVATION",2015-03-24,"New South Wales",-34.07,150.79,1000,"Lathamus discolor","Swift Parrot","2fe32f1e-e4b5-4c57-ab4b-d64c60a7694c"
"dr1010","ClimateWatch","OBSERVATION",2017-03-27,"New South Wales",-34.018732,150.812611,1000,"Lathamus discolor","Swift Parrot","446a2d5e-5396-48f0-bea6-4d38b05f5dda"
"dr1010","ClimateWatch","OBSERVATION",2015-03-24,"New South Wales",-33.78,150.88,1000,"Lathamus discolor","Swift Parrot","751a7edb-59f4-44d9-a45e-5bdf7ab85a83"
"dr1010","ClimateWatch","OBSERVATION",2013-03-28,"New South Wales",-34.04,151.15,30,"Lathamus discolor","Swift Parrot","370df9a1-f38e-4b30-adca-98bc4cd6f60a"
"dr1010","ClimateWatch","OBSERVATION",2013-03-28,"New South Wales",-33.81,151.02,30,"Lathamus discolor","Swift Parrot","0532b665-5dd0-46c3-9a79-964e771f2c44"
"dr1010","ClimateWatch","OBSERVATION",2013-04-02,"New South Wales",-33.81,150.81,30,"Lathamus discolor","Swift Parrot","c9344b1c-414f-4ac7-82f5-7ae4e6b2a947"
"dr1010","ClimateWatch","OBSERVATION",2015-04-01,"New South Wales",-33.79,150.69,1000,"Lathamus discolor","Swift Parrot","949fb7ed-6f66-4a62-90b3-b7c43db1bd15"
"dr1010","ClimateWatch","OBSERVATION",2013-03-26,"New South Wales",-33.91,151.06,30,"Lathamus discolor","Swift Parrot","aed1a31f-af56-4e34-8cc8-c0a13787fd2c"
"dr1010","ClimateWatch","OBSERVATION",2015-04-04,"New South Wales",-33.8,151,1000,"Lathamus discolor","Swift Parrot","04fa7dec-af18-4073-9c8b-f0da5e2b6c34"
"dr1010","ClimateWatch","OBSERVATION",2013-03-30,"New South Wales",-33.7,151.05,30,"Lathamus discolor","Swift Parrot","ce54c8d8-8ebb-49a5-8b4a-18521bc1bab2"
"dr1010","ClimateWatch","OBSERVATION",2017-03-17,"New South Wales",-33.848833,150.989768,1000,"Lathamus discolor","Swift Parrot","6aa0b81f-18e0-416c-b77c-fa3fd1a3da6a"
"dr1010","ClimateWatch","OBSERVATION",2013-03-15,"New South Wales",-34.07,150.79,30,"Lathamus discolor","Swift Parrot","067a15bb-d3e4-4a05-9e62-b5811b18dad8"
"dr1010","ClimateWatch","OBSERVATION",2013-04-29,"New South Wales",-33.61,150.75,30,"Lathamus discolor","Swift Parrot","3ef8a1e7-ee9b-4979-8a64-70461945ae1e"
"dr1010","ClimateWatch","OBSERVATION",2017-03-20,"New South Wales",-34.068439,150.789591,1000,"Lathamus discolor","Swift Parrot","a9b0e070-5e16-469d-882f-6ec3b168321f"
"dr1010","ClimateWatch","OBSERVATION",2015-03-28,"New South Wales",-33.91,150.89,1000,"Lathamus discolor","Swift Parrot","882d8fe9-cf77-4f27-8a05-7983975906aa"
"dr1010","ClimateWatch","OBSERVATION",2013-03-27,"New South Wales",-33.99,151.06,30,"Lathamus discolor","Swift Parrot","88f242fb-a63c-48c8-86ea-a701828ae479"
"dr1010","ClimateWatch","OBSERVATION",2013-05-07,"Victoria",-37.84258,144.963555,30,"Lathamus discolor","Swift Parrot","85a0792d-5d00-49f9-8a94-a180afe93f20"
"dr1010","ClimateWatch","OBSERVATION",2017-03-13,"New South Wales",-34.06898,150.791356,1000,"Lathamus discolor","Swift Parrot","6bfb37b5-0447-4cdd-bd18-c5c7412acc7f"
"dr1010","ClimateWatch","OBSERVATION",2013-05-08,"Australian Capital Territory",-35.4,149.1,10000,"Lathamus discolor","Swift Parrot","22345339-fcc0-44ff-97ea-9552bcea99ad"
"dr1010","ClimateWatch","OBSERVATION",2015-04-02,"New South Wales",-33.91,150.92,1000,"Lathamus discolor","Swift Parrot","b748da4a-a283-4f9d-96c7-b45bfc565601"
"dr1010","ClimateWatch","OBSERVATION",2015-04-03,"New South Wales",-33.61,150.75,1000,"Lathamus discolor","Swift Parrot","6c73d7de-19d0-4e4f-92a0-a00933a40076"
"dr1010","ClimateWatch","OBSERVATION",2015-04-09,"New South Wales",-33.76,150.87,1000,"Lathamus discolor","Swift Parrot","c6735ff7-7c2b-483c-9788-ab6790bf953e"
"dr1010","ClimateWatch","OBSERVATION",2015-08-05,"New South Wales",-33.71,150.96,1000,"Lathamus discolor","Swift Parrot","7542167c-2dbb-40c9-823a-1599bbe6d99d"
"dr1010","ClimateWatch","OBSERVATION",2015-04-02,"New South Wales",-34.03,150.82,1000,"Lathamus discolor","Swift Parrot","598d2a13-8797-4c22-a8e2-1398f05bc7bb"
"dr1010","ClimateWatch","OBSERVATION",2013-03-26,"New South Wales",-34.07,150.79,30,"Lathamus discolor","Swift Parrot","4b9012de-bee2-4a1d-bd74-ce8044d24e9a"
"dr1010","ClimateWatch","OBSERVATION",2015-04-01,"New South Wales",-34.18,150.69,1000,"Lathamus discolor","Swift Parrot","f5011d8f-7cc3-4fc2-bd16-872db4d053b2"
"dr1010","ClimateWatch","OBSERVATION",2015-03-22,"New South Wales",-33.75,151.05,1000,"Lathamus discolor","Swift Parrot","4c125902-9e72-4580-9cdf-90005b8ff782"
"dr1010","ClimateWatch","OBSERVATION",2017-03-14,"New South Wales",-34.068887,150.791361,1000,"Lathamus discolor","Swift Parrot","0b6d0720-e32f-4f57-bde6-924963035b9e"
"dr1010","ClimateWatch","OBSERVATION",2015-03-28,"New South Wales",-33.89,150.93,1000,"Lathamus discolor","Swift Parrot","4c327849-197c-444b-af6b-15bf9df8b80d"
"dr1010","ClimateWatch","OBSERVATION",2013-03-26,"New South Wales",-33.99,150.89,30,"Lathamus discolor","Swift Parrot","8a17bfe4-6a4b-48e7-b795-502c14f5fc5d"
"dr1010","ClimateWatch","OBSERVATION",2017-03-22,"New South Wales",-33.811832,151.025147,1000,"Lathamus discolor","Swift Parrot","d48f3b87-66df-40f2-b9da-2fc3d4af57bc"
"dr1010","ClimateWatch","OBSERVATION",2015-09-26,"Western Australia",-31.788162,115.788952,1000,"Lathamus discolor","Swift Parrot","b4d905aa-3502-41f0-968d-f34db4f46660"
"dr1010","ClimateWatch","OBSERVATION",2016-04-24,"New South Wales",-33.771113,150.910508,1000,"Lathamus discolor","Swift Parrot","1c38f957-d5a0-4181-a76e-fc3349c4058c"
"dr1010","ClimateWatch","OBSERVATION",2013-05-04,"New South Wales",-33.85,150.98,30,"Lathamus discolor","Swift Parrot","20f319ea-bffd-45b5-b6e9-f0e7452abd74"
"dr1010","ClimateWatch","OBSERVATION",2017-03-15,"New South Wales",-34.069691,150.785724,1000,"Lathamus discolor","Swift Parrot","b5d6a0d6-3a5a-42e9-bdfc-a8965ff656f4"
"dr1010","ClimateWatch","OBSERVATION",2015-10-17,"Western Australia",-31.794449,115.786306,1000,"Lathamus discolor","Swift Parrot","005e3b55-7317-42f8-a037-686539858692"
"dr1010","ClimateWatch","OBSERVATION",2015-03-28,"New South Wales",-33.97,151.24,1000,"Lathamus discolor","Swift Parrot","4fbcd643-96bb-47e9-84c6-a74752e91dbc"
"dr1010","ClimateWatch","OBSERVATION",2015-03-26,"New South Wales",-33.95,151.03,1000,"Lathamus discolor","Swift Parrot","abf2a6a0-4028-47bd-afeb-c6c9ca52b3eb"
"dr1010","ClimateWatch","OBSERVATION",2015-03-28,"New South Wales",-33.86,150.94,1000,"Lathamus discolor","Swift Parrot","22ef0617-a5f8-4434-9e72-30888eea334b"
"dr1010","ClimateWatch","OBSERVATION",2017-03-23,"New South Wales",-33.61182,150.750956,1000,"Lathamus discolor","Swift Parrot","3cefea4f-26f0-4153-87ec-84cc4937c12c"
"dr1010","ClimateWatch","OBSERVATION",2015-01-03,"New South Wales",-33.86,150.95,1000,"Lathamus discolor","Swift Parrot","25eac873-12d1-4f1b-bed5-ef1b931c5c0b"
"dr1010","ClimateWatch","OBSERVATION",2015-03-14,"New South Wales",-33.9,151.13,1000,"Lathamus discolor","Swift Parrot","0224d921-e6e3-48e3-aa54-64a38bf60ab1"
"dr1010","ClimateWatch","OBSERVATION",2017-03-13,"New South Wales",-34.068895,150.791333,1000,"Lathamus discolor","Swift Parrot","b74483bb-a35a-45fb-b625-3456564100fd"
"dr1010","ClimateWatch","OBSERVATION",2014-10-02,"Victoria",-37.798875,144.96338,1000,"Lathamus discolor","Swift Parrot","8d6f93ee-3ada-4bbf-be19-133bb651da4c"
"dr1010","ClimateWatch","OBSERVATION",2015-03-28,"New South Wales",-34.04,151.11,1000,"Lathamus discolor","Swift Parrot","a6c5f99c-7eb7-4ae8-87fb-2d90666adf86"
"dr1010","ClimateWatch","OBSERVATION",2013-07-30,"New South Wales",-33.86,151.22,30,"Lathamus discolor","Swift Parrot","4f9d011c-f9e0-4a4b-bff5-0de42a1c02e4"
"dr1010","ClimateWatch","OBSERVATION",2017-03-24,"New South Wales",-34.071963,150.797256,1000,"Lathamus discolor","Swift Parrot","96461da7-1403-4a01-ab25-577769a42a60"
"dr1010","ClimateWatch","OBSERVATION",2015-03-31,"New South Wales",-33.61,150.75,1000,"Lathamus discolor","Swift Parrot","041e2b96-b5e8-4afd-89cd-b1535f44ac33"
"dr1010","ClimateWatch","OBSERVATION",2015-08-16,"Western Australia",-31.974854,115.822483,1000,"Lathamus discolor","Swift Parrot","cbe37d6e-a732-4472-bc75-de76bfce80b2"
"dr1010","ClimateWatch","OBSERVATION",2015-08-13,"Victoria",-37.908001,145.139489,1000,"Lathamus discolor","Swift Parrot","8bff125a-036f-489d-b9a1-feb0e92a1ef8"
"dr1010","ClimateWatch","OBSERVATION",2013-05-09,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","4f792f9b-9567-45f5-ad5c-c4b77cc9e9ec"
"dr1010","ClimateWatch","OBSERVATION",2017-03-23,"New South Wales",-33.611495,150.750796,1000,"Lathamus discolor","Swift Parrot","eb3b8b07-83f0-4347-863e-9ece6b4869a4"
"dr1010","ClimateWatch","OBSERVATION",2015-04-04,"Queensland",-28.135984,153.487643,1000,"Lathamus discolor","Swift Parrot","dedb24ec-c243-4562-87bd-9d32183a8b3d"
"dr1010","ClimateWatch","OBSERVATION",2013-03-25,"New South Wales",-34,150.87,30,"Lathamus discolor","Swift Parrot","9ea194fb-fc5f-4b40-8cfe-7fc060dffe08"
"dr1010","ClimateWatch","OBSERVATION",2017-03-28,"New South Wales",-33.810252,151.02618,1000,"Lathamus discolor","Swift Parrot","ca06295d-7300-48ab-ad71-43901a2b5211"
"dr1010","ClimateWatch","OBSERVATION",2015-03-31,"New South Wales",-33.91,150.9,1000,"Lathamus discolor","Swift Parrot","efc50776-75f1-4429-a4d3-ad72c33c0999"
"dr1010","ClimateWatch","OBSERVATION",2014-09-25,"Victoria",-37.802216,144.965455,1000,"Lathamus discolor","Swift Parrot","32b60b5b-ee81-46ce-8f37-d6278025f253"
"dr1010","ClimateWatch","OBSERVATION",2013-05-07,"Victoria",-37.842627,144.963517,30,"Lathamus discolor","Swift Parrot","8916b8d3-d861-4892-972e-265af951118a"
"dr1010","ClimateWatch","OBSERVATION",2015-04-06,"New South Wales",-33.85,151,1000,"Lathamus discolor","Swift Parrot","a3ca4a84-cad6-45ea-b778-acd277b677be"
"dr1010","ClimateWatch","OBSERVATION",2017-03-24,"New South Wales",-34.068929,150.790497,1000,"Lathamus discolor","Swift Parrot","d0efbfb4-e7c6-4e23-b5db-2ddfa6848d90"
"dr1010","ClimateWatch","OBSERVATION",2013-03-30,"Victoria",-37.786436,145.123922,30,"Lathamus discolor","Swift Parrot","5e3f8050-4518-4429-88fb-4ab034e9b718"
"dr1010","ClimateWatch","OBSERVATION",2015-03-19,"New South Wales",-34.07,150.79,1000,"Lathamus discolor","Swift Parrot","63433a00-391f-48a3-87bc-f52495050ca5"
"dr1010","ClimateWatch","OBSERVATION",2013-04-01,"New South Wales",-33.9,150.95,30,"Lathamus discolor","Swift Parrot","ad6cc22d-8830-4865-be82-7dc570421185"
"dr1010","ClimateWatch","OBSERVATION",2013-03-27,"New South Wales",-33.61,150.75,30,"Lathamus discolor","Swift Parrot","58747092-4a74-47a4-8c05-8b6101dbaa04"
"dr1010","ClimateWatch","OBSERVATION",2015-03-26,"New South Wales",-34.07,150.79,1000,"Lathamus discolor","Swift Parrot","2ca65e9c-e4ab-46a7-9314-ec33c25ee677"
"dr1010","ClimateWatch","OBSERVATION",2017-03-22,"New South Wales",-33.811831,151.025147,1000,"Lathamus discolor","Swift Parrot","869249db-959e-47ab-830c-ef030da83c4c"
"dr1010","ClimateWatch","OBSERVATION",2013-05-07,"Victoria",-37.842608,144.963502,30,"Lathamus discolor","Swift Parrot","69128ff3-f603-4966-9f79-6f16126e9439"
"dr1010","ClimateWatch","OBSERVATION",2015-03-14,"New South Wales",-33.72,150.99,1000,"Lathamus discolor","Swift Parrot","fcbf76b1-d325-4896-a0f9-a466b2dde526"
"dr1010","ClimateWatch","OBSERVATION",2017-03-24,"New South Wales",-34.068856,150.791313,1000,"Lathamus discolor","Swift Parrot","bc5109e8-2117-4928-873e-77572c503583"
"dr1010","ClimateWatch","OBSERVATION",2015-04-07,"New South Wales",-33.69,150.59,1000,"Lathamus discolor","Swift Parrot","7800453e-69bb-4184-998d-8ce38fc08d94"
"dr1010","ClimateWatch","OBSERVATION",2013-04-06,"New South Wales",-33.91,150.92,30,"Lathamus discolor","Swift Parrot","972705ec-417f-4f12-b74c-b84a8be53587"
"dr1010","ClimateWatch","OBSERVATION",2017-03-28,"New South Wales",-34.068753,150.79039,1000,"Lathamus discolor","Swift Parrot","ea10bdae-e434-45d1-a97c-02fe00235025"
"dr1010","ClimateWatch","OBSERVATION",2015-04-06,"New South Wales",-34.07,151.09,1000,"Lathamus discolor","Swift Parrot","7608f383-3062-422d-9d0b-45e6d85d50fd"
"dr1010","ClimateWatch","OBSERVATION",2015-12-12,"New South Wales",-33.88,150.88,1000,"Lathamus discolor","Swift Parrot","3527c02d-808b-4d43-8c8c-95a42085f40e"
"dr1010","ClimateWatch","OBSERVATION",2012-09-04,"Victoria",-37.913592,145.133343,30,"Lathamus discolor","Swift Parrot","5ab3a324-9179-4766-8b88-637985a9e15a"
"dr1010","ClimateWatch","OBSERVATION",2013-04-01,"New South Wales",-33.89,150.89,30,"Lathamus discolor","Swift Parrot","1f633709-0c1b-486d-9ec7-051fe0e738e5"
"dr1010","ClimateWatch","OBSERVATION",2013-05-04,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","2e596bd5-570a-40c4-b4ba-7a4bc9d1468a"
"dr1010","ClimateWatch","OBSERVATION",2013-04-30,"New South Wales",-32.64,151.51,30,"Lathamus discolor","Swift Parrot","39591d75-0ad5-4431-89e3-d91b4d0d5e52"
"dr1010","ClimateWatch","OBSERVATION",2015-04-07,"New South Wales",-33.83,150.95,1000,"Lathamus discolor","Swift Parrot","9c983dcc-7b0f-4645-9098-ba5591eb6d29"
"dr1010","ClimateWatch","OBSERVATION",2015-03-21,"New South Wales",-34.1,150.79,1000,"Lathamus discolor","Swift Parrot","1e231373-0ccc-45a0-98cc-ad1a7a30f3bd"
"dr1010","ClimateWatch","OBSERVATION",2014-08-14,"Victoria",-37.802374,144.958226,1000,"Lathamus discolor","Swift Parrot","174557eb-4196-4074-9c3c-c408896a05aa"
"dr1010","ClimateWatch","OBSERVATION",2017-03-15,"New South Wales",-34.069723,150.785767,1000,"Lathamus discolor","Swift Parrot","3258d76c-4dae-4606-a307-0146c255cfc5"
"dr1010","ClimateWatch","OBSERVATION",2013-04-30,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","b0e03c6e-41f6-482b-b737-df22f5f63f80"
"dr1010","ClimateWatch","OBSERVATION",2014-08-09,"Victoria",-37.728824,145.088892,1000,"Lathamus discolor","Swift Parrot","7b7646e3-de7c-443a-8743-5312d785824c"
"dr1010","ClimateWatch","OBSERVATION",2017-10-31,"Western Australia",-32.122018,115.827125,1000,"Lathamus discolor","Swift Parrot","4c717974-c171-4444-9fe8-948a39d1c1d4"
"dr1010","ClimateWatch","OBSERVATION",2017-03-25,"New South Wales",-33.871764,151.211074,1000,"Lathamus discolor","Swift Parrot","2cc7597d-44e4-4714-90b5-7bbac7bbd9e4"
"dr1010","ClimateWatch","OBSERVATION",2013-05-08,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","ba3e3d54-0ecc-4b5e-b5fd-2cb3c040b54b"
"dr1010","ClimateWatch","OBSERVATION",2013-05-07,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","21518298-4fb6-468e-b223-04877d8c9ced"
"dr1010","ClimateWatch","OBSERVATION",2013-03-02,"Victoria",-37.749332,144.986986,30,"Lathamus discolor","Swift Parrot","7b4f8473-c856-4d88-a8ba-b2b6732514ad"
"dr1010","ClimateWatch","OBSERVATION",2017-03-24,"New South Wales",-34.068867,150.791516,1000,"Lathamus discolor","Swift Parrot","559486a2-ece4-4e68-ba75-dfa4af1cea33"
"dr1010","ClimateWatch","OBSERVATION",2013-05-02,"New South Wales",-33.62,150.75,30,"Lathamus discolor","Swift Parrot","8fe3b641-c14f-4b32-8519-99b4bbbd801d"
"dr1010","ClimateWatch","OBSERVATION",2013-03-30,"New South Wales",-33.95,150.77,30,"Lathamus discolor","Swift Parrot","7d7e41b3-c3ae-40ad-a6d8-baec84b4d51e"
"dr1010","ClimateWatch","OBSERVATION",2013-05-12,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","fe688bf6-b13e-405f-a55c-e64ee6d11c4d"
"dr1010","ClimateWatch","OBSERVATION",2013-11-06,"Australian Capital Territory",-35.3,149.1,10000,"Lathamus discolor","Swift Parrot","4f2c7df8-d472-4330-9b72-158433f4993f"
"dr1010","ClimateWatch","OBSERVATION",2017-03-27,"New South Wales",-33.615287,150.750341,1000,"Lathamus discolor","Swift Parrot","5d3ebb5b-89f1-49f5-9fa0-418ec26e2ce0"
"dr1010","ClimateWatch","OBSERVATION",2013-03-26,"New South Wales",-33.6,150.79,30,"Lathamus discolor","Swift Parrot","7799af91-b8d4-4551-8205-450b0872f5b5"
"dr1010","ClimateWatch","OBSERVATION",2015-03-19,"New South Wales",-33.76,150.74,1000,"Lathamus discolor","Swift Parrot","0fc8e1ca-0b26-43cd-b3e1-9eaf1aeacd40"
"dr1010","ClimateWatch","OBSERVATION",2015-09-03,"Western Australia",-32.215466,115.830729,1000,"Lathamus discolor","Swift Parrot","80858999-5581-4d9d-b609-31644b0aca06"
"dr1010","ClimateWatch","OBSERVATION",2017-03-28,"New South Wales",-34.020192,150.808547,1000,"Lathamus discolor","Swift Parrot","61cd6766-16e1-48a6-9639-42a96c940649"
"dr1010","ClimateWatch","OBSERVATION",2013-04-01,"Victoria",-37.881353,145.358811,30,"Lathamus discolor","Swift Parrot","234bfe16-c3cc-48c6-920d-895a8550e7cb"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1988-05-11,"Victoria",-36.18153,146.57921,100,"Lathamus discolor","Swift Parrot","cb383416-c1ca-4b68-809f-c15e1ade96fa"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-04-30,"Victoria",-36.75009,143.08434,100,"Lathamus discolor","Swift Parrot","9d33237e-7b33-40fd-b691-c14161998584"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2001-10-16,"Victoria",-36.12201,146.5762,100,"Lathamus discolor","Swift Parrot","715cdfef-3b6b-4260-b13a-9c4231735ad2"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-08,"Victoria",-36.96937,144.73824,100,"Lathamus discolor","Swift Parrot","705ec9f8-3709-487a-ae78-69c756e78644"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2007-02-20,"Victoria",-38.25306,144.52139,900,"Lathamus discolor","Swift Parrot","8cf0f0ef-7949-41bc-aed7-972ad01d3dd5"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1983-04-20,"Victoria",-37.87349,144.99299,900,"Lathamus discolor","Swift Parrot","64498a0f-dfdb-46be-8d69-38e669d431dd"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1996-07-15,"Victoria",-36.12754,146.61173,100,"Lathamus discolor","Swift Parrot","5804c186-34f6-4d87-bbb8-b5b5ad228796"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-05-10,"Victoria",-36.68803,144.25973,100,"Lathamus discolor","Swift Parrot","b4ea1c89-6313-4afd-baa1-b955ae4ff570"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2018-04-24,"Victoria",-36.47173,144.87777,50,"Lathamus discolor","Swift Parrot","1d67fb25-2c0d-4d25-bcb1-eb290ea6c568"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1992-07-19,"Victoria",-36.85566,144.29973,140,"Lathamus discolor","Swift Parrot","990073e1-a66f-4b75-8cb1-fd75df7ce9b1"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-05-17,"Victoria",-36.15743,146.65716,100,"Lathamus discolor","Swift Parrot","5d061d21-18ed-42b5-8f0d-ee68bb005e45"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1950-09-18,"Victoria",-36.85123,144.22476,100,"Lathamus discolor","Swift Parrot","23d60fa5-f10d-4301-b904-2c832dae44e4"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1976-10-02,"Victoria",-36.83182,145.16797,9000,"Lathamus discolor","Swift Parrot","dc050db0-71ee-44a4-9d69-43a95b0fb227"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1979-04-01,"Victoria",-36.58182,145.08463,9000,"Lathamus discolor","Swift Parrot","5972ce1e-2c7f-4c27-a4c9-4cf346112e30"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1988-03-15,"Victoria",-38.12819,145.26193,100,"Lathamus discolor","Swift Parrot","d06e0726-8a02-40d4-818e-41dfee952853"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2008-07-20,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","22e9d264-5db2-4c4a-bb09-3cfb4223907d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-05-16,"Victoria",-36.16195,146.66048,100,"Lathamus discolor","Swift Parrot","7a4a847d-dc09-4049-883e-1565599a1c4b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1983-05-08,"New South Wales",-34.60675,150.89284,900,"Lathamus discolor","Swift Parrot","bcc202e0-31a5-4d72-86c3-c822d6deb939"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2013-04-17,"Victoria",-38.14913,144.33872,50,"Lathamus discolor","Swift Parrot","7bf15ff2-7b0f-494c-86a3-8b69f25ad719"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2007-04-07,"Victoria",-36.75222,143.26611,900,"Lathamus discolor","Swift Parrot","f492aae6-cd97-480f-b7ee-26873596e3c4"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2017-05-21,"Victoria",-36.94166,145.17499,50,"Lathamus discolor","Swift Parrot","4be93332-f8d7-4d9f-9f3a-453fa86d8008"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-06-12,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","f7caf668-7424-4fd5-9ae8-afba1395f10b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-10,"Victoria",-36.11315,146.62291,100,"Lathamus discolor","Swift Parrot","fbbcef79-c25d-4a40-89fa-7a9651ea0390"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1988-08-13,"Victoria",-37.95731,144.40099,100,"Lathamus discolor","Swift Parrot","423ddc4e-3fdf-458f-a897-7b8ff5bfcce6"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-11,"Victoria",-36.72403,143.22919,100,"Lathamus discolor","Swift Parrot","f076ee92-dae0-4b8f-89c6-fa690617bbb7"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-11-04,"Victoria",-37.29722,143.78444,900,"Lathamus discolor","Swift Parrot","a7c8e711-15cd-458b-a0a1-629643334eb8"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-05-31,"Victoria",-37.05926,144.10588,1000,"Lathamus discolor","Swift Parrot","60b89404-6b5b-4ba4-b749-9a6e5efdf83b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2017-04-23,"Victoria",-36.60858,145.02451,50,"Lathamus discolor","Swift Parrot","4751a86f-e555-42f4-ab97-7e7b2f14b359"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-02-01,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","36dd3010-a522-4a14-b59a-b35bb3629c09"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-06-17,"Victoria",-36.66426,144.44739,100,"Lathamus discolor","Swift Parrot","161bb6ef-38d1-4c30-ace2-eb883e7e2153"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-18,"Victoria",-36.69903,144.78872,100,"Lathamus discolor","Swift Parrot","6181ada1-777b-4cc8-94e9-4a18ef959370"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-04-29,"Victoria",-36.89579,144.67007,50,"Lathamus discolor","Swift Parrot","e0649ae0-6542-4800-a833-cbdd9b2198ff"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2000-05-20,"Victoria",-36.93442,143.8056,100,"Lathamus discolor","Swift Parrot","08474add-9bec-425d-9471-b7f5d3f83e77"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-07-24,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","fe4d5539-91cc-4ebe-aa2e-b53e6c0ab02d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-05-16,"Victoria",-36.12347,146.57627,900,"Lathamus discolor","Swift Parrot","377932f5-a479-4734-b286-6c4b978a7845"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-05-26,"Victoria",-36.84656,144.34975,100,"Lathamus discolor","Swift Parrot","aa8c91f3-0826-43eb-8bcb-8780a822cd49"
