"dataResourceUid","dataResourceName","basisOfRecord","observationDate","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","scientificName","vernacularName","recordID"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-08,"Victoria",-36.78314,144.09054,100,"Lathamus discolor","Swift Parrot","d9c544f1-b9ed-4b8b-99da-15fdab7641bb"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1984-01-01,"Victoria",-36.79016,144.50964,900,"Lathamus discolor","Swift Parrot","58333789-9e24-4521-b38c-855b98c8a402"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2021-04-17,"Victoria",-36.24154,146.10841,10,"Lathamus discolor","Swift Parrot","b313747b-ba8e-48d4-b35d-efd44815c9fa"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-05-16,"Victoria",-36.89992,142.86777,50,"Lathamus discolor","Swift Parrot","f6c1689f-3969-40e0-b2f9-32ddfd42fe4d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-04-29,"Victoria",-37.13361,143.52368,900,"Lathamus discolor","Swift Parrot","0b0615b9-6e06-44ae-b9a6-307f5c8a16ea"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1992-06-01,"Victoria",-37.99988,144.41087,1000,"Lathamus discolor","Swift Parrot","2b1cdb01-21b9-442c-8d33-fc18210e8389"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-08-16,"Victoria",-36.84682,144.34714,100,"Lathamus discolor","Swift Parrot","a2868881-61cf-4951-9245-f4367374fda9"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2008-05-24,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","05d11bd3-eb00-436b-87f9-cc59f47e791b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2018-08-12,"Victoria",-37.76819,145.00495,50,"Lathamus discolor","Swift Parrot","c99c34e5-5314-466a-b939-34d216d880ce"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1992-07-23,"Victoria",-34.30773,142.14842,100,"Lathamus discolor","Swift Parrot","22cdc3ba-a5f3-441d-a679-dd5ab1689b1b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-06-23,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","031b2e51-6ab9-49fc-9d25-fc5dcaafc492"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1993-08-28,"Victoria",-37.96271,144.44177,100,"Lathamus discolor","Swift Parrot","d9e6f251-17b7-4099-9ded-18e693e81014"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1996-05-14,"Victoria",-36.69304,143.24732,100,"Lathamus discolor","Swift Parrot","491b54ba-6bc3-4bb2-857d-2762bf1d6167"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-05-11,"Victoria",-38.26693,144.52224,50,"Lathamus discolor","Swift Parrot","b6d03210-268e-4960-a406-0bf899a237aa"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-11-01,"Victoria",-36.43769,146.23977,100,"Lathamus discolor","Swift Parrot","bc9401cd-08fb-4eb9-aac9-747e69476471"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1992-09-14,"Victoria",-37.7219,145.09674,100,"Lathamus discolor","Swift Parrot","63667042-09a8-4bb8-b5b5-427696a3aebc"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-05-22,"Victoria",-37.03829,144.09974,100,"Lathamus discolor","Swift Parrot","71895797-b35f-459e-8a5b-de54729cda3c"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2018-04-01,"Victoria",-37.72063,145.04848,50,"Lathamus discolor","Swift Parrot","a3144ee1-fa38-4694-9ece-57b89e3f0552"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-08,"Victoria",-36.96823,144.72592,100,"Lathamus discolor","Swift Parrot","e8ff5c51-9ed1-402c-9848-cedd4fc6c2ff"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2017-06-23,"Victoria",-37.67983,145.11669,50,"Lathamus discolor","Swift Parrot","104f7670-a92a-4f29-a895-0fdfd7dca36e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1983-12-26,"Victoria",-37.1235,144.05965,900,"Lathamus discolor","Swift Parrot","db33ae6b-7c53-497a-ae16-821edc8c8adb"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-08-06,"Victoria",-36.64962,143.76839,100,"Lathamus discolor","Swift Parrot","296eaed2-b3d9-4339-a2d9-4283e1e66391"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-03-29,"Victoria",-37.89817,145.19984,50,"Lathamus discolor","Swift Parrot","2b6474c3-5b37-42ff-a9f8-227de61f0bbf"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1989-05-13,"Victoria",-37.95628,144.4363,100,"Lathamus discolor","Swift Parrot","8a0a6062-2fee-4ed7-ab16-6101a539c0fc"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-09,"Victoria",-36.61759,145.02697,100,"Lathamus discolor","Swift Parrot","bbd15931-3942-45eb-b86a-a7d6a878e70b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2018-04-22,"Victoria",-37.72063,145.04848,50,"Lathamus discolor","Swift Parrot","634cd527-b164-4bcd-b260-ea0ea6d21aa6"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-07-31,"Victoria",-36.85449,143.75558,100,"Lathamus discolor","Swift Parrot","b6aff8a3-aca5-404b-b9de-734c81cd9510"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1990-03-12,"Victoria",-37.79057,144.56808,100,"Lathamus discolor","Swift Parrot","e1f754f6-4e92-4274-8d4b-3937d76aebc6"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-05-13,"Victoria",-36.12562,146.57618,100,"Lathamus discolor","Swift Parrot","290b6b20-09bb-4045-bc4e-aea1c9fbd155"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-10-17,"Victoria",-36.57773,146.46306,100,"Lathamus discolor","Swift Parrot","4785eaa0-ef40-4d69-9f07-ae60b56cb854"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-04-19,"Victoria",-36.89957,144.66954,50,"Lathamus discolor","Swift Parrot","b079b155-aa4c-481e-b695-41195d3243ee"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-04-23,"Victoria",-36.15716,146.64484,50,"Lathamus discolor","Swift Parrot","433c7707-afb6-4dcb-abcb-fa76aacc67a9"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-08-02,"Victoria",-36.85463,142.97951,100,"Lathamus discolor","Swift Parrot","607c4cc3-bff9-474f-b5e0-f618f63cc9f6"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1986-07-26,"Victoria",-36.74849,145.06797,1800,"Lathamus discolor","Swift Parrot","7725c16c-50a5-430f-91d8-47ce01dd7884"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-09-13,"Victoria",-36.64947,144.42998,100,"Lathamus discolor","Swift Parrot","4f7efdf9-5c56-4f3a-b9fa-414fc23fe468"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-08-12,"Victoria",-36.87977,144.81493,100,"Lathamus discolor","Swift Parrot","cddcea41-91fb-4b19-8d65-33a097f212ef"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-08-03,"Victoria",-36.74109,143.50405,1000,"Lathamus discolor","Swift Parrot","f2e0b9a1-9e58-479d-b9b8-e5488b3e50f0"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-04-11,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","c0b72f91-3b1e-485e-bc90-a7720d483f00"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1979-04-06,"Victoria",-36.58183,144.08464,9000,"Lathamus discolor","Swift Parrot","6ab48900-3c49-4f6a-a992-542d74934864"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1986-09-12,"Victoria",-36.15915,146.62714,100,"Lathamus discolor","Swift Parrot","bdd4b09b-8631-4703-a1f8-70512311597f"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1987-04-15,"Victoria",-37.99849,145.05132,1800,"Lathamus discolor","Swift Parrot","0c24eae7-2451-468b-9545-3bc636f50697"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1994-09-01,"Victoria",-38.16832,144.57726,100,"Lathamus discolor","Swift Parrot","4fc46f9e-8438-453a-acaf-c12897edd2e3"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-08,"Victoria",-36.96656,144.73271,100,"Lathamus discolor","Swift Parrot","61b56e19-907d-4489-bac8-1b770e7cad9e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1986-09-02,"Victoria",-37.17363,142.41788,100,"Lathamus discolor","Swift Parrot","988038ab-ac82-4837-a543-b8b6aa1955ef"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-06-12,"Victoria",-36.20459,146.16416,100,"Lathamus discolor","Swift Parrot","35331fd4-4b56-447e-8387-b0d3977993be"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1973-09-04,"Victoria",-36.5144,146.2056,500,"Lathamus discolor","Swift Parrot","b1770c04-159d-45a9-bf88-2f4a296aa94e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2008-04-27,"Victoria",-36.59194,143.3225,900,"Lathamus discolor","Swift Parrot","70184c7d-7b14-47bc-b426-d22bb1b9fbea"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2000-04-24,"Victoria",-37.06436,143.51689,140,"Lathamus discolor","Swift Parrot","cc467cfd-2435-49d3-9592-e002028b5200"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-14,"Victoria",-36.96746,144.73268,100,"Lathamus discolor","Swift Parrot","5e59bbce-4f74-42dc-a6d1-711efb280fb6"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2000-07-26,"Victoria",-36.98176,143.74669,140,"Lathamus discolor","Swift Parrot","2799f611-6c48-47d8-b1f7-c2fa33830d36"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-06-08,"Victoria",-37.00193,142.73077,10,"Lathamus discolor","Swift Parrot","0af76d02-692f-4c5b-bf77-e21b38474320"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2008-08-02,"Victoria",-37.75028,144.32139,900,"Lathamus discolor","Swift Parrot","5f394726-580c-4a8b-a1fd-d342172fa477"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-10,"Victoria",-36.96763,143.16664,100,"Lathamus discolor","Swift Parrot","9dc37815-b5e8-47e4-b888-a2844b4e419d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1989-09-26,"Victoria",-37.79419,145.10852,100,"Lathamus discolor","Swift Parrot","361d1d9f-a077-4a6b-a636-fe5a851db60a"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-06-12,"Victoria",-36.6328,144.2413,300,"Lathamus discolor","Swift Parrot","b94d788e-bdd9-4a94-8895-ba19693c3ba5"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-11,"Victoria",-36.94189,144.71547,1000,"Lathamus discolor","Swift Parrot","44f0f9eb-2e86-44b8-8aa4-008adc302d78"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-05-24,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","34fcc2c0-495d-49ef-9109-6cb9c761c203"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2001-06-13,"Victoria",-36.45813,143.54512,10000,"Lathamus discolor","Swift Parrot","a3f9efa0-1cd4-491c-8f26-0073a3afd27f"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2001-04-10,"Victoria",-37.0338,143.71709,140,"Lathamus discolor","Swift Parrot","976de95f-fe9a-4038-9b94-b81ed95f45f3"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-05-09,"Victoria",-36.73974,143.52528,100,"Lathamus discolor","Swift Parrot","701da5e0-c11b-4cca-9d0c-93fc5b96123d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-06-08,"Victoria",-37.23119,142.88968,50,"Lathamus discolor","Swift Parrot","f9b0512c-6988-47e9-a2cf-75e4c7879064"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-07-14,"Victoria",-36.65315,144.99698,100,"Lathamus discolor","Swift Parrot","155b2bbb-27cb-4098-b3cd-cf85866489b9"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-08-02,"Victoria",-37.06595,143.702,100,"Lathamus discolor","Swift Parrot","af019bac-4a96-4291-9b5c-8f0bc3406d38"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-01,"Victoria",-36.94189,144.71547,1000,"Lathamus discolor","Swift Parrot","a30d1c0f-826b-4cb6-b7a5-c0a870cd39ee"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-06-08,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","f3e9697d-fd46-4207-a75c-e24c0182f70c"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-05-14,"Victoria",-36.82753,142.97569,50,"Lathamus discolor","Swift Parrot","b8dff7e6-68fc-48ad-8724-0c83f28daff8"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-09-11,"Victoria",-36.64947,144.42998,100,"Lathamus discolor","Swift Parrot","60f49549-0f6d-439f-a04c-cbf05c34c781"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-05-22,"Victoria",-36.23142,146.13383,100,"Lathamus discolor","Swift Parrot","8b74ed6f-43fb-4eac-92dc-1ac028e12fdc"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-06-17,"Victoria",-36.69603,144.41612,100,"Lathamus discolor","Swift Parrot","8e86f664-eaf6-47e4-92f0-2fa6f43aa512"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2000-05-20,"Victoria",-36.71041,143.37432,140,"Lathamus discolor","Swift Parrot","5f265191-4ac2-4f15-85bc-fc94e9a213cf"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-05-21,"Victoria",-36.66497,144.79865,100,"Lathamus discolor","Swift Parrot","17f0fdfa-b023-429e-bcbc-5b04c7653d96"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-15,"Victoria",-36.40589,145.69139,100,"Lathamus discolor","Swift Parrot","40dc8d48-e313-426f-926e-739760a835f3"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-05-17,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","607085f7-b8a8-4d5f-967a-49381344f62e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1989-01-01,"Victoria",-37.65324,144.97835,100,"Lathamus discolor","Swift Parrot","49f9fd8d-3aea-4ff4-9012-cd51321126d9"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2018-05-09,"Victoria",-37.71645,145.05549,50,"Lathamus discolor","Swift Parrot","cb315bb0-7cb8-47b6-a828-e195c489df44"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1986-04-01,"Victoria",-37.92346,147.99294,4500,"Lathamus discolor","Swift Parrot","583796a1-84f2-410f-b6e8-90f14282cb41"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1976-01-01,"Victoria",-38.16516,145.33465,9000,"Lathamus discolor","Swift Parrot","37694e31-aeaa-49fa-9561-7a7862739c59"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2013-05-18,"Victoria",-38.25198,144.52286,50,"Lathamus discolor","Swift Parrot","ebd42db0-09ea-413b-bf62-0e18b62548da"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-03,"Victoria",-36.85849,144.30524,1000,"Lathamus discolor","Swift Parrot","9e6eeb1a-0eb7-406d-b201-373067a70afe"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1995-04-21,"Victoria",-36.22023,146.21073,100,"Lathamus discolor","Swift Parrot","df66ad21-4f8a-48aa-b243-2cf2015f87ec"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-06-03,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","178093b9-08f4-47c9-809e-9776b34135e7"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-09-18,"Victoria",-37.88305,145.14263,140,"Lathamus discolor","Swift Parrot","e6b81b7c-2cce-4d4a-bdb3-179ed557eed0"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1995-08-11,"Victoria",-36.68277,144.9895,1000,"Lathamus discolor","Swift Parrot","90c19a39-3e31-450b-9a64-13854b829a7a"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1988-05-26,"Victoria",-37.73518,145.13839,100,"Lathamus discolor","Swift Parrot","3fd6aafe-4968-4b24-9188-f47d5c83f054"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2020-06-24,"Victoria",-36.14697,146.54981,10,"Lathamus discolor","Swift Parrot","0662e5a7-b092-43fd-8e45-8616ba12393d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-04-14,"Victoria",-37.19673,143.68575,10000,"Lathamus discolor","Swift Parrot","f7b969df-cee4-431c-9f62-1d5f166e4f28"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-08-10,"Victoria",-36.40036,145.95354,100,"Lathamus discolor","Swift Parrot","a1b15f9a-749a-48c5-a157-0e6ea043090e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1996-07-16,"Victoria",-36.84491,143.7799,100,"Lathamus discolor","Swift Parrot","154ddabe-56c9-44da-b079-7402800e44ca"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-09-06,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","62290bbf-266e-4434-9532-21bd430f65cc"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2012-09-10,"Victoria",-37.0788,144.0718,10,"Lathamus discolor","Swift Parrot","5ada47ca-ff45-483e-b157-151a7a32c1b8"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1989-08-23,"Victoria",-36.5493,144.34171,140,"Lathamus discolor","Swift Parrot","9b0c4c0f-5354-4ac9-a8ee-bf1ef82c8397"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2007-02-21,"Victoria",-38.25306,144.52139,900,"Lathamus discolor","Swift Parrot","2ec86c59-16fd-448a-a751-69da8591d214"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2001-05-10,"Victoria",-36.65424,145.6514,900,"Lathamus discolor","Swift Parrot","aa7acb04-7e9b-4016-bf71-dc393bcbba16"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1990-03-30,"Victoria",-37.64773,144.82095,100,"Lathamus discolor","Swift Parrot","eb0c2438-216d-41a3-b374-3cf61f064c2a"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-06-06,"Victoria",-37.24873,142.73498,1000,"Lathamus discolor","Swift Parrot","11ac8030-46db-475c-a0ff-cb30f97ee140"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2017-05-25,"Victoria",-36.12898,146.60705,50,"Lathamus discolor","Swift Parrot","81603c1f-5138-4f56-9804-dfa5336b0a5a"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2001-05-02,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","3f17b03f-f2f4-41a3-b1f0-b3100e660814"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-08-29,"Victoria",-37.86339,145.15335,1000,"Lathamus discolor","Swift Parrot","7840bace-ecb8-45df-b9ee-c3e9878d8be4"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-08-02,"Victoria",-36.97761,143.77012,100,"Lathamus discolor","Swift Parrot","f45df5e8-8a58-4de6-95b7-6759fcbb72e5"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-05-01,"Victoria",-36.88438,144.82041,100,"Lathamus discolor","Swift Parrot","89d1aab6-491b-4590-9f99-61c84b1644cf"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-07-12,"Victoria",-36.75671,144.30769,1000,"Lathamus discolor","Swift Parrot","d7ed434b-f8dc-4bd4-84d0-6a6c884c2bc7"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2000-09-01,"Victoria",-36.97763,143.769,1000,"Lathamus discolor","Swift Parrot","57fd84f9-9b9f-4e00-9fc7-d1da2643b6ca"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-04-21,"Victoria",-38.00726,144.52956,50,"Lathamus discolor","Swift Parrot","5c5db345-2400-44ad-b9bb-a914d6b5b340"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1977-03-10,"Victoria",-36.74847,146.91794,9000,"Lathamus discolor","Swift Parrot","52083c7b-9634-4ee9-9f59-d3db3625f378"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-06-25,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","8e13b61d-3a38-468f-bf0b-35baad6a30e6"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-05-04,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","798d3335-343b-4772-aaa7-d5337c30b6c9"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1993-07-19,"Victoria",-36.7828,144.38632,140,"Lathamus discolor","Swift Parrot","65a6b1a9-3208-4edd-bb6e-4bcd5064d2c2"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-04-01,"Victoria",-36.1456,146.6009,100,"Lathamus discolor","Swift Parrot","1517f28d-1590-4b1c-adf7-98ff2c8fbf63"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-05,"Victoria",-36.70702,143.62158,100,"Lathamus discolor","Swift Parrot","c6af7445-5123-41d4-884b-17a4aae3875d"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2013-04-21,"Victoria",-38.24667,144.52874,50,"Lathamus discolor","Swift Parrot","887a52cd-2d12-4c76-a89f-feb04f8a36db"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1990-05-21,"Victoria",-36.8116,144.34387,10000,"Lathamus discolor","Swift Parrot","05d4cd27-d206-48a4-9772-c92b604c0e43"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2006-07-30,"Victoria",-36.68891,143.24843,100,"Lathamus discolor","Swift Parrot","b29e440c-3ca9-459e-be53-1bb4de7fa734"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-08-10,"Victoria",-37.22966,142.74468,100,"Lathamus discolor","Swift Parrot","983ff1cb-13f2-47d5-8f7f-51937eacb959"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2004-05-07,"Victoria",-37.06889,144.19944,900,"Lathamus discolor","Swift Parrot","2f7ca759-72f6-49b2-8b75-db9c6166d2eb"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-08-07,"Victoria",-36.96688,144.74955,100,"Lathamus discolor","Swift Parrot","58b92ec0-056a-4bdc-a694-3e1bb420f01b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-02-21,"Victoria",-36.97679,143.76672,100,"Lathamus discolor","Swift Parrot","da53aff4-63ab-4b61-b36d-dabb378dedbf"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1999-06-12,"Victoria",-36.22332,146.13504,100,"Lathamus discolor","Swift Parrot","9a834e2a-829c-423f-98bf-78e9619e174a"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2018-08-01,"Victoria",-37.94834,145.29797,50,"Lathamus discolor","Swift Parrot","fb95d333-a923-4f3d-875c-2a3b88c86eda"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2005-05-19,"Victoria",-36.1292,146.56838,100,"Lathamus discolor","Swift Parrot","36ed4dee-c4b1-44b6-bca0-c5da939da316"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2003-08-10,"Victoria",-36.85026,143.78234,100,"Lathamus discolor","Swift Parrot","b71772df-6325-40af-861d-f5b5adf09c3f"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-07-01,"Victoria",-37.16543,144.072,50,"Lathamus discolor","Swift Parrot","266d7a01-bc72-4b4f-be4b-5763fc736632"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1997-07-22,"Victoria",-36.85463,142.97951,1000,"Lathamus discolor","Swift Parrot","68b92a26-6cdc-445d-bb88-56be7cec1697"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1979-04-01,"Victoria",-37.91516,145.08465,9000,"Lathamus discolor","Swift Parrot","80f11cec-c88c-46ab-8e6c-8313532ec39f"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-07-02,"Victoria",-36.79237,143.82954,100,"Lathamus discolor","Swift Parrot","1bfabb97-6d85-45d0-a84a-f5ac5fa6d7fd"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1987-05-16,"Victoria",-36.56514,146.00128,1800,"Lathamus discolor","Swift Parrot","95be8c2a-5184-4d3d-8948-3cfb5101976f"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1993-06-15,"Victoria",-37.95931,144.41002,100,"Lathamus discolor","Swift Parrot","a01406af-0a55-4a1d-a0f5-13f1ca2d7b3e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-05-10,"Victoria",-36.97933,143.81175,100,"Lathamus discolor","Swift Parrot","0d18bd6a-bbd1-4e49-86f3-1ae5a4d2a39b"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",1998-06-10,"Victoria",-36.72525,144.35133,1000,"Lathamus discolor","Swift Parrot","91cae64c-6d4b-44a6-9723-b53f981d4e1e"
"dr1097","Victorian Biodiversity Atlas","HUMAN_OBSERVATION",2019-07-14,"Victoria",-38.2395,144.50622,50,"Lathamus discolor","Swift Parrot","9f017213-4416-410b-a7b1-3ff0971025bb"
